word,vector
106438,"[-0.05097731202840805,0.022623557597398758,0.1340067982673645,0.02889949455857277,0.03985702991485596]"
39231,"[-0.0875113382935524,-0.00827399268746376,-0.07679589092731476,-0.07815530151128769,-0.08747304230928421]"
6530,"[-0.04530416056513786,0.027725227177143097,0.1426747441291809,-0.11151613295078278,-0.11478950828313828]"
3549,"[-0.009946570731699467,0.039289433509111404,0.009609347209334373,-0.006209001410752535,-0.09742989391088486]"
2025,"[-0.14465166628360748,0.0003922875039279461,-0.06458119302988052,0.11718533933162689,-0.00518018240109086]"
7088,"[-0.027996119111776352,-0.15807554125785828,0.02210127003490925,-0.1350775510072708,-0.040183186531066895]"
3100,"[-0.22532106935977936,-0.008520971983671188,0.13219855725765228,-0.2936317026615143,-0.05909526348114014]"
72982,"[0.07891183346509933,0.0028921738266944885,0.09539999067783356,0.06389958411455154,0.04188942909240723]"
837,"[0.02075233682990074,0.0061240908689796925,-0.1854143887758255,0.14347247779369354,0.17208907008171082]"
606,"[0.04943352937698364,-0.035421524196863174,0.06425148993730545,0.03348877280950546,0.007939967326819897]"
65982,"[-0.13227249681949615,0.009490855038166046,-0.03816597908735275,-0.05691561475396156,-0.03248774632811546]"
145418,"[-0.014699675142765045,0.007469742558896542,0.030865248292684555,-0.03578319028019905,-0.026133237406611443]"
6023,"[-0.11824586987495422,-0.05239482223987579,0.10796087980270386,-0.04057280346751213,0.005404876545071602]"
62374,"[-0.22105517983436584,-0.07525041699409485,0.16897284984588623,-0.169017493724823,-0.16184867918491364]"
1028,"[0.20993182063102722,-0.17169752717018127,-0.6555566191673279,0.23482157289981842,0.05528957396745682]"
142509,"[-0.2940523624420166,-0.09299562871456146,0.13277094066143036,8.579064160585403e-05,-0.06463833898305893]"
4754,"[-0.10164047032594681,-0.11206985265016556,0.0158462543040514,-0.11847736686468124,-0.06950922310352325]"
8118,"[-0.014230509288609028,0.040398888289928436,0.054085999727249146,-0.04139609634876251,-0.038370128720998764]"
109687,"[0.04583586007356644,0.0018513742834329605,-0.0008545452728867531,-0.06655336916446686,0.038554709404706955]"
53460,"[-0.02676471695303917,0.03203319013118744,0.04775574803352356,-0.1347154974937439,-0.10029822587966919]"
3920,"[-0.018597183749079704,0.07614316791296005,-0.04095311462879181,-0.08578528463840485,0.022132929414510727]"
42004,"[-0.0511164627969265,-0.026743562892079353,0.10688034445047379,0.009163321927189827,-0.0016468437388539314]"
6945,"[-0.03435043618083,0.016512466594576836,-0.0517057441174984,-0.07147698104381561,0.025197800248861313]"
6870,"[0.16205520927906036,-0.07446753978729248,0.19096176326274872,-0.5336174368858337,-0.15846316516399384]"
7099,"[-0.050487976521253586,0.023255953565239906,0.3276914656162262,-0.38601309061050415,-0.22698435187339783]"
6422,"[0.07239849865436554,0.019251624122262,0.03983588516712189,-0.11341457813978195,-0.06280507147312164]"
8998,"[0.051718346774578094,-0.09866300970315933,-0.06411366909742355,-0.11106358468532562,-0.10667717456817627]"
40614,"[-0.010505452752113342,-0.11887365579605103,0.015190014615654945,0.002532200887799263,-0.019740106537938118]"
54286,"[-0.1605457365512848,-0.08701519668102264,0.09162156283855438,-0.3807833194732666,-0.09703373908996582]"
74452,"[0.07196272164583206,-0.01655830442905426,0.0782889798283577,0.049669280648231506,-0.03694288432598114]"
27744,"[0.034897323697805405,-0.054570361971855164,-0.05228788033127785,0.04077516123652458,-0.07082562893629074]"
149830,"[-0.16347520053386688,-0.15439622104167938,0.13262562453746796,-0.17358878254890442,-0.0769987553358078]"
5066,"[-0.15792688727378845,-0.10832056403160095,0.2769675850868225,-0.2399132251739502,-0.05038021504878998]"
81191,"[-0.02026243880391121,-0.08558206260204315,0.10521732270717621,-0.0018881247378885746,-0.08628187328577042]"
973,"[0.0910651758313179,-0.0312667153775692,-0.04446914419531822,0.1380499303340912,-0.01419257465749979]"
7762,"[-0.06950003653764725,0.03549262881278992,-0.03919867053627968,0.045632392168045044,0.04642711952328682]"
538,"[0.07071223855018616,0.017135294154286385,-0.011278029531240463,0.0663834810256958,0.044627878814935684]"
5269,"[0.04561915248632431,-0.01601443439722061,0.0703006312251091,-0.05768541246652603,0.0381661057472229]"
714,"[0.18447771668434143,-0.1234591007232666,-0.020327942445874214,0.06536471098661423,0.26061031222343445]"
8588,"[0.0427568256855011,0.06240139529109001,0.02665051817893982,-0.10972133278846741,-0.06373105198144913]"
441,"[-0.28628718852996826,-0.07835672795772552,0.12550193071365356,0.6442114114761353,0.6834632754325867]"
72489,"[0.01883689872920513,-0.06571654230356216,0.1221722960472107,-0.16737978160381317,0.022707344964146614]"
3512,"[0.09889872372150421,0.08554718643426895,-0.008412155322730541,-0.09278763085603714,0.08226003497838974]"
7647,"[0.07900630682706833,-0.054429877549409866,0.03507518023252487,-0.0390944704413414,-0.04022642970085144]"
165639,"[-0.06057541444897652,-0.09410062432289124,0.2439836710691452,-0.20360927283763885,-0.07266301661729813]"
26776,"[-0.09492488950490952,-0.21901653707027435,0.19974631071090698,-0.2015465945005417,-0.29698389768600464]"
2159,"[-0.09338784217834473,-0.030910274013876915,0.061986543238162994,0.05609117075800896,-0.040408384054899216]"
72554,"[0.013397011905908585,-0.09319275617599487,0.05238431692123413,-0.07799053192138672,0.00830566044896841]"
193581,"[-0.11431530117988586,0.032075949013233185,0.19305214285850525,0.02040703035891056,0.02407142147421837]"
7481,"[0.0770399421453476,-0.0524434931576252,-0.08340463787317276,-0.09458114951848984,-0.020124102011322975]"
24,"[0.07825704663991928,0.15142464637756348,0.09583190828561783,0.25597572326660156,0.022145627066493034]"
848,"[0.0022222623229026794,0.011975407600402832,0.03822188824415207,-0.04086872935295105,-0.021647978574037552]"
138036,"[-0.22650842368602753,-0.25222986936569214,0.2417767494916916,-0.2916063964366913,-0.24649354815483093]"
5483,"[-0.07138577103614807,0.033689796924591064,0.04650455713272095,-0.12866637110710144,0.01253090426325798]"
181065,"[-0.135684534907341,-0.04933954030275345,0.16316194832324982,-0.20862311124801636,-0.035723526030778885]"
107406,"[-0.1987622082233429,-0.1046244353055954,0.2438550442457199,-0.0976443961262703,-0.2282107025384903]"
147300,"[-0.21238048374652863,-0.1672721803188324,0.261152058839798,-0.12896989285945892,-0.09941987693309784]"
3869,"[0.017367040738463402,0.07847803086042404,0.06352507323026657,-0.31264927983283997,0.03294410929083824]"
2167,"[-0.3394548296928406,0.041200246661901474,0.034575045108795166,-0.08739335089921951,0.1124584898352623]"
171811,"[-0.17088398337364197,-0.05826583132147789,0.15556620061397552,-0.2725401818752289,-0.09063349664211273]"
1726,"[-0.13491901755332947,0.04606794938445091,-0.10107622295618057,-0.008244858123362064,-0.005290277302265167]"
60487,"[0.027811691164970398,-0.06715342402458191,0.11255037039518356,0.01775672845542431,0.023388046771287918]"
6975,"[0.012546734884381294,0.0034377817064523697,-0.09158159792423248,-0.11620039492845535,-0.0853772908449173]"
253,"[-0.3266512155532837,0.38688936829566956,0.6265060305595398,0.8282300233840942,0.6087984442710876]"
105213,"[-0.09543512016534805,-0.0666813775897026,0.10644656419754028,-0.08875669538974762,-0.02140173688530922]"
158966,"[-0.26641860604286194,-0.05968814715743065,0.19082604348659515,-0.24947059154510498,-0.18776856362819672]"
4374,"[0.031928256154060364,0.0833033099770546,-0.04107841104269028,0.08320329338312149,-0.05165478587150574]"
1279,"[-0.2596758306026459,-0.0845324695110321,-0.1835770308971405,0.06792100518941879,-0.08673448860645294]"
128366,"[-0.1196652501821518,-0.08675852417945862,0.2657266855239868,-0.23076695203781128,-0.008351849392056465]"
3985,"[0.11337798833847046,0.06057416647672653,0.07757674157619476,-0.022000141441822052,0.023113884031772614]"
3494,"[-0.0351533442735672,0.037091173231601715,-0.02637162059545517,-0.0778445154428482,0.034672126173973083]"
805,"[0.17285238206386566,0.06296693533658981,-0.24097836017608643,0.26598531007766724,0.21455225348472595]"
134095,"[-0.056854065507650375,-0.14270620048046112,0.11928954720497131,-0.14711160957813263,-0.177480548620224]"
44694,"[0.002274500671774149,-0.0601000115275383,0.07375670969486237,-0.10867716372013092,-0.08569476753473282]"
7317,"[-0.04493079334497452,-0.01829068548977375,0.15984699130058289,-0.23715241253376007,-0.07523640990257263]"
66090,"[-0.059384722262620926,0.0765458196401596,-0.05093244090676308,-0.0188695527613163,0.06597281247377396]"
5244,"[-0.03863922134041786,-0.01463202852755785,-0.049406684935092926,-0.16025897860527039,-0.06529609113931656]"
1350,"[-0.2213333696126938,0.0020258333534002304,-0.24271143972873688,0.0637926384806633,-0.08193760365247726]"
3988,"[-0.14875607192516327,-0.008854489773511887,-0.053105518221855164,-0.11783994734287262,-0.0738358199596405]"
85179,"[0.017567584291100502,-0.03889792412519455,-0.00024051498621702194,0.07829036563634872,-0.008391124196350574]"
4205,"[-0.004203129559755325,-0.05755576118826866,0.04708573967218399,0.04641391336917877,-0.029744192957878113]"
64622,"[-0.07592989504337311,-0.14099276065826416,0.1947517991065979,-0.003505774773657322,-0.0022099409252405167]"
26680,"[-0.13066811859607697,-0.15422840416431427,0.12819917500019073,-0.0936707854270935,-0.03162730112671852]"
131098,"[-0.08638797700405121,-0.04465300589799881,0.09222062677145004,-0.15595854818820953,-0.04281292110681534]"
1566,"[-0.05020106956362724,0.04218962416052818,-0.1349141001701355,0.13259807229042053,0.03993658348917961]"
130970,"[-0.20624861121177673,-0.19687624275684357,0.28273722529411316,-0.17160561680793762,-0.11038503050804138]"
27776,"[-0.1804780662059784,-0.05837741121649742,0.04772736877202988,-0.1339021623134613,-0.1298394650220871]"
527,"[-0.5247191786766052,-0.47922778129577637,-0.14693911373615265,0.7985596060752869,1.651505470275879]"
2450,"[-0.06702247262001038,0.08285457640886307,0.07865200936794281,0.009786903858184814,0.009195856750011444]"
34323,"[0.04744437709450722,-0.0735924169421196,0.10071264952421188,0.003947585355490446,-0.07612784951925278]"
82744,"[0.03439430147409439,-0.06105737388134003,-0.048085082322359085,-0.12354885041713715,0.025627117604017258]"
209,"[-0.0223776213824749,-0.058720797300338745,0.05590672791004181,-0.03640631586313248,-0.017763987183570862]"
5810,"[-0.08362239599227905,-0.23823104798793793,0.29599279165267944,-0.11288328468799591,-0.15594762563705444]"
7122,"[-0.1364557445049286,-0.027064548805356026,-0.00973132997751236,0.04134901240468025,-0.047226328402757645]"
53318,"[-0.0101624745875597,-0.042419180274009705,-0.008442181162536144,-0.048316873610019684,-0.09990289062261581]"
147380,"[-0.19007165729999542,-0.14992067217826843,0.04822815582156181,-0.13044849038124084,-0.17128552496433258]"
1888,"[-0.07553642243146896,-0.039752885699272156,0.06094881892204285,-0.05396321788430214,-0.06112482771277428]"
3265,"[-0.091831274330616,-0.011882617138326168,0.007624434772878885,-0.06548579037189484,0.05302654951810837]"
5889,"[-0.11937551945447922,-0.10913228243589401,0.07511544227600098,-0.06713233888149261,0.035968564450740814]"
84716,"[-0.03520870953798294,-0.008932605385780334,0.04481025040149689,-0.09995347261428833,-0.11909019947052002]"
111921,"[-0.08276976644992828,0.042692381888628006,0.03471945971250534,-0.07837660610675812,-0.011226684786379337]"
2145,"[-0.27337199449539185,-0.14417797327041626,-0.12251792848110199,-0.008742241188883781,-0.12650282680988312]"
166635,"[-0.20183134078979492,-0.000143309123814106,0.16966170072555542,-0.18373514711856842,-0.02484007366001606]"
163645,"[-0.36467280983924866,-0.1212644875049591,0.47428637742996216,-0.38018137216567993,-0.1878642439842224]"
6541,"[-0.14266014099121094,-0.08827415108680725,0.21120913326740265,-0.2283051609992981,-0.007608558516949415]"
36529,"[-0.107550248503685,-0.0616246722638607,0.0512215793132782,-0.3025936484336853,-0.281508207321167]"
3213,"[-0.06776412576436996,0.04302229359745979,0.07449160516262054,-0.1789051592350006,-0.009845982305705547]"
661,"[0.08976269513368607,-0.08063922822475433,-0.21157819032669067,0.26531141996383667,0.5138377547264099]"
6773,"[-0.0917590782046318,-0.09609884768724442,0.12293600291013718,-0.14135940372943878,-0.1655397117137909]"
4638,"[-0.09787502139806747,-0.1982741355895996,0.2719724774360657,-0.18103942275047302,-0.14218217134475708]"
5919,"[0.004221881739795208,-0.1452145278453827,0.14196226000785828,-0.06323742121458054,-0.015897005796432495]"
4735,"[-0.017497558146715164,-0.005185289308428764,-0.04571188986301422,-0.08504518866539001,-0.0710316002368927]"
4297,"[-0.09030460566282272,0.04940494894981384,-0.024547463282942772,-0.027862731367349625,-0.09191377460956573]"
1175,"[0.1831626147031784,0.04419479891657829,-0.5953651666641235,0.41688844561576843,-0.12996311485767365]"
155,"[-0.01786603033542633,-0.024266568943858147,0.05829315632581711,0.15927152335643768,0.01420507486909628]"
899,"[0.17969244718551636,-0.3657751679420471,-0.528533399105072,0.25933638215065,0.5484648942947388]"
4899,"[-0.07444711029529572,-0.09265685081481934,-0.02763921208679676,-0.09456989914178848,0.0712750181555748]"
3483,"[0.07495244592428207,-0.047463592141866684,0.02081412449479103,-0.21123889088630676,0.09394650906324387]"
141866,"[-0.06691789627075195,-0.04329647496342659,0.05501183122396469,0.07372528314590454,-0.019531575962901115]"
3653,"[0.018783697858452797,0.014611831866204739,0.010650871321558952,0.05197523161768913,0.0017155129462480545]"
1476,"[-0.07132963091135025,0.04680216312408447,0.0672822967171669,-0.045187707990407944,-0.17268455028533936]"
94,"[0.04524368792772293,0.16126734018325806,0.1174648180603981,0.1116732656955719,-0.07184913754463196]"
3566,"[-0.07478015869855881,-0.06976891309022903,-0.033354002982378006,-0.07894981652498245,-0.06704991310834885]"
51705,"[-0.047525569796562195,0.03447394818067551,-0.05731391906738281,-0.03871655464172363,0.02937885746359825]"
1237,"[-0.2595243752002716,0.0752759501338005,-0.25981414318084717,0.4817310869693756,-0.14374791085720062]"
2690,"[-0.09382219612598419,-0.11849946528673172,0.09101935476064682,0.03706173971295357,-0.13612334430217743]"
33834,"[0.06314203143119812,-0.09054204821586609,0.08089195191860199,0.03026406839489937,-0.02854808419942856]"
448,"[-0.09383492171764374,-0.05606726557016373,0.03863846883177757,0.042119357734918594,0.19680503010749817]"
25963,"[-0.05945354700088501,-0.12607882916927338,0.07801477611064911,-0.0019525876268744469,-0.0419565811753273]"
96373,"[-0.20357337594032288,0.010634598322212696,0.14809803664684296,-0.08242043107748032,0.0036131266970187426]"
3671,"[-0.2223832607269287,0.04585437849164009,0.07543157786130905,-0.476889967918396,-0.0670970156788826]"
1132,"[-0.04434854909777641,-0.08351390063762665,-0.3077613413333893,0.18938712775707245,-0.12693487107753754]"
60126,"[-0.18050377070903778,-0.0862732008099556,0.17641513049602509,-0.2372661530971527,-0.10403692722320557]"
36708,"[-0.05321892723441124,0.02024593949317932,0.07500499486923218,-0.13842128217220306,-0.11523008346557617]"
2503,"[-0.05327371507883072,-0.08071888238191605,-0.03166963532567024,-0.03961868956685066,-0.05468379706144333]"
27328,"[-0.028653986752033234,0.052735377103090286,0.0016638124361634254,-0.018801067024469376,-0.1291748285293579]"
4681,"[-0.09065881371498108,-0.10978357493877411,0.08323652297258377,-0.16619953513145447,-0.19978919625282288]"
609,"[-0.0532468743622303,0.0048419395461678505,-0.04950530827045441,0.005565324332565069,0.1224387064576149]"
7767,"[0.030442507937550545,-0.036202628165483475,0.003138407599180937,-0.08898432552814484,-0.09281110018491745]"
2066,"[-0.016610465943813324,0.06197210028767586,0.04351334646344185,0.030814535915851593,-0.0033748478163033724]"
37380,"[-0.02467861771583557,-0.038756124675273895,0.009616926312446594,-0.1377788931131363,-0.011120960116386414]"
1148,"[0.09094106405973434,0.11101492494344711,-0.9374745488166809,0.6266056299209595,-0.3950952887535095]"
2880,"[-0.13587866723537445,-0.06459549069404602,0.05274299532175064,-0.13545726239681244,-0.06738831102848053]"
5475,"[-0.11490771174430847,-0.1681443750858307,0.07590780407190323,-0.05671050399541855,-0.061041463166475296]"
3186,"[-0.06853240728378296,0.14117483794689178,-0.014439759775996208,-0.06357304006814957,0.022693214938044548]"
94735,"[-0.01678299903869629,0.02396964281797409,0.0315341018140316,-0.013145552948117256,-0.08530250936746597]"
